../../../pdielec -size 0 -size 1 -size 3 -processors 4 -method ap -method bruggeman -matrix ptfe -sigma 5 -ellipsoid 0 0 1 0.5 -csv command1.csv -masses program -program abinit BaTiO3.out -processors 4
Mode,Frequency,Intensity        ,Integrated Molar Absorption,Epsilon_max,  FWHM  
    ,cm-1     ,Debye2/Angs2/amu , Coefficient L/mole/cm/cm  , L/mole/cm ,  cm-1  
----,---------,---------------- ,---------------------------, --------- ,  ----  
   0,   65.74,         1.935128,                8177.076262,  1041.1377,     5.0
   1,   65.74,         1.935115,                8177.020635,  1041.1306,     5.0
   2,   65.75,         1.934571,                8174.722771,  1040.8380,     5.0
   3,  198.01,        37.112289,              156821.689833, 19967.1577,     5.0
   4,  198.01,        37.112483,              156822.507130, 19967.2618,     5.0
   5,  198.02,        37.125602,              156877.944975, 19974.3203,     5.0
   6,  270.59,         0.000000,                   0.000141,     0.0000,     5.0
   7,  270.59,         0.000000,                   0.000128,     0.0000,     5.0
   8,  270.59,         0.000000,                   0.000001,     0.0000,     5.0
   9,  279.35,        33.055024,              139677.308047, 17784.2672,     5.0
  10,  279.35,        33.063614,              139713.606233, 17788.8888,     5.0
  11,  279.35,        33.063542,              139713.302190, 17788.8501,     5.0
  12,  493.63,        20.513710,               86682.731944, 11036.7882,     5.0
  13,  493.63,        20.515522,               86690.388406, 11037.7631,     5.0
  14,  493.63,        20.515522,               86690.388408, 11037.7631,     5.0
,,,,,,cm-1,thz,ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_molar_absorption_coefficient_cm-1.L.mole-1(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_real_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_imag_dielectric(vf=0.1/3mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),ap_noshape([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/1mu),bruggeman_ellipsoid([0 0 1] 0.5)_absorption_coefficent_cm-1(vf=0.1/3mu)
,,,,,,   69.000000,    2.068568,        310.01535957,        310.01535957,        310.01535957,          6.98097305,          6.99392638,          7.07995174,         -0.66864425,         -0.66864425,         -0.66864425,          2.88870568,          2.88949748,          2.89599569,          6.29359303,          6.29359303,          6.29359303,          0.14322177,          0.14350734,          0.14543674,        704.37605510,        704.37605510,        704.37605510,         15.86124721,         15.89067806,         16.08613355
,,,,,,   69.200000,    2.074564,        296.85443747,        296.85443747,        296.85443747,          7.57558877,          7.58981428,          7.68597556,         -0.52218552,         -0.52218552,         -0.52218552,          2.88971376,          2.89050609,          2.89702121,          5.83358801,          5.83358801,          5.83358801,          0.15500687,          0.15531942,          0.15746576,        674.47354186,        674.47354186,        674.47354186,         17.21225471,         17.24457603,         17.46306104
,,,,,,   69.400000,    2.080560,        283.64384672,        283.64384672,        283.64384672,          8.22192107,          8.23751189,          8.34462183,         -0.36333453,         -0.36333453,         -0.36333453,          2.88982616,          2.89061597,          2.89712407,          5.41493777,          5.41493777,          5.41493777,          0.16776046,          0.16810179,          0.17048087,        644.45817808,        644.45817808,        644.45817808,         18.68076581,         18.71618921,         18.95955031
,,,,,,   69.600000,    2.086556,        270.45205098,        270.45205098,        270.45205098,          8.92036014,          8.93739705,          9.05618125,         -0.19632796,         -0.19632796,         -0.19632796,          2.88881259,          2.88959619,          2.89606802,          5.03399874,          5.03399874,          5.03399874,          0.18146962,          0.18184118,          0.18446643,        614.48551784,        614.48551784,        614.48551784,         20.26766705,         20.30637606,         20.57626188
,,,,,,   69.800000,    2.092551,        257.34034675,        257.34034675,        257.34034675,          9.66917383,          9.68771635,          9.81874174,         -0.02448442,         -0.02448442,         -0.02448442,          2.88641295,          2.88718598,          2.89358685,          4.68727833,          4.68727833,          4.68727833,          0.19607420,          0.19647692,          0.19935774,        584.69483096,        584.69483096,        584.69483096,         21.96902286,         22.01115272,         22.30885136
,,,,,,   70.000000,    2.098547,        244.36580560,        244.36580560,        244.36580560,         10.46372979,         10.48380562,         10.62739402,          0.14962084,          0.14962084,          0.14962084,          2.88234502,          2.88310257,          2.88939269,          4.37150142,          4.37150142,          4.37150142,          0.21145123,          0.21188527,          0.21502514,        555.21578798,        555.21578798,        555.21578798,         23.77430823,         23.81992187,         24.14616452
,,,,,,   70.200000,    2.104543,        231.58354668,        231.58354668,        231.58354668,         11.29567279,         11.31726631,         11.47339925,          0.32400924,          0.32400924,          0.32400924,          2.87631888,          2.87705558,          2.88319119,          4.08364348,          4.08364348,          4.08364348,          0.22739935,          0.22786387,          0.23125830,        526.17362335,        526.17362335,        526.17362335,         25.66453949,         25.71360145,         26.06834613
,,,,,,   70.400000,    2.110539,        219.04824024,        219.04824024,        219.04824024,         12.15217573,         12.17521712,         12.34344350,          0.49717788,          0.49717788,          0.49717788,          2.86805914,          2.86876943,          2.87470470,          3.82094162,          3.82094162,          3.82094162,          0.24362580,          0.24411873,          0.24775338,        497.69255159,        497.69255159,        497.69255159,         27.61057263,         27.66292423,         28.04514606
,,,,,,   70.600000,    2.116535,        206.81473607,        206.81473607,        206.81473607,         13.01543867,         13.03979558,         13.21915920,          0.66800090,          0.66800090,          0.66800090,          2.85733504,          2.85801351,          2.86370335,          3.58089150,          3.58089150,          3.58089150,          0.25974015,          0.26025806,          0.26410743,        469.89719520,        469.89719520,        469.89719520,         29.57196495,         29.62730552,         30.03483188
,,,,,,   70.800000,    2.122531,        194.93774195,        194.93774195,        194.93774195,         13.86264545,         13.88811982,         14.07712616,          0.83564993,          0.83564993,          0.83564993,          2.84399628,          2.84463811,          2.85004166,          3.36123566,          3.36123566,          3.36123566,          0.27525887,          0.27579692,          0.27982401,        442.91185395,        442.91185395,        442.91185395,         31.49687656,         31.55475607,         31.98419138
,,,,,,   71.000000,    2.128526,        183.47056564,        183.47056564,        183.47056564,         14.66657682,         14.69290867,         14.88954828,          0.99953020,          0.99953020,          0.99953020,          2.82801012,          2.82861155,          2.83369589,          3.15994706,          3.15994706,          3.15994706,          0.28962446,          0.29017657,          0.29433392,        416.85764676,        416.85764676,        416.85764676,         33.32346351,         33.38329126,         33.83006988
,,,,,,   71.200000,    2.134522,        172.46307894,        172.46307894,        172.46307894,         15.39700046,         15.42387967,         15.62571606,          1.15922959,          1.15922959,          1.15922959,          2.80949307,          2.81005177,          2.81479522,          2.97521038,          2.97521038,          2.97521038,          0.30224064,          0.30279981,          0.30703195,        391.84788573,        391.84788573,        391.84788573,         34.98303588,         35.04410727,         35.50269332
,,,,,,   71.400000,    2.140518,        161.95923073,        161.95923073,        161.95923073,         16.02281443,         16.04989962,         16.25421616,          1.31447812,          1.31447812,          1.31447812,          2.78872945,          2.78924479,          2.79363921,          2.80540265,          2.80540265,          2.80540265,          0.31252126,          0.31308003,          0.31732716,        367.98242573,        367.98242573,        367.98242573,         36.40492792,         36.46646732,         36.93068844
,,,,,,   71.600000,    2.146514,        151.99456760,        151.99456760,        151.99456760,         16.51474408,         16.54168604,         16.74567188,          1.46511584,          1.46511584,          1.46511584,          2.76617070,          2.76664382,          2.77069539,          2.64907423,          2.64907423,          2.64907423,          0.31994708,          0.32049809,          0.32470045,        345.34203103,        345.34203103,        345.34203103,         37.52262566,         37.58383964,         38.04730939
,,,,,,   71.800000,    2.152510,        142.59424893,        142.59424893,        142.59424893,         16.84823564,         16.87470159,         17.07564727,          1.61106741,          1.61106741,          1.61106741,          2.74241250,          2.74284618,          2.74657447,          2.50493087,          2.50493087,          2.50493087,          0.32412157,          0.32465806,          0.32876023,        323.98386546,        323.98386546,        323.98386546,         38.28034125,         38.34047369,         38.79703599
,,,,,,   72.000000,    2.158506,        133.77193826,        133.77193826,        133.77193826,         17.00610237,         17.03179726,         17.22726931,          1.75232204,          1.75232204,          1.75232204,          2.71815120,          2.71854955,          2.72198514,          2.37181698,          2.37181698,          2.37181698,          0.32481598,          0.32533225,          0.32928667,        303.93897350,        303.93897350,        303.93897350,         38.63902522,         38.69740576,         39.14153161
,,,,,,   72.200000,    2.164502,        125.52974215,        125.52974215,        125.52974215,         16.98048463,         17.00516665,         17.19313788,          1.88891775,          1.88891775,          1.88891775,          2.69412543,          2.69449345,          2.69767471,          2.24870038,          2.24870038,          2.24870038,          0.32199588,          0.32248753,          0.32625685,        285.21214140,        285.21214140,        285.21214140,         38.58081998,         38.63689921,         39.06398267
,,,,,,   72.400000,    2.170497,        117.85912869,        117.85912869,        117.85912869,         16.77378329,         16.79727213,         16.97619495,          2.02092890,          2.02092890,          2.02092890,          2.67105177,          2.67139492,          2.67436435,          2.13465851,          2.13465851,          2.13465851,          0.31582450,          0.31628855,          0.31984652,        267.78398411,        267.78398411,        267.78398411,         38.11118043,         38.16454867,         38.57107354
,,,,,,   72.600000,    2.176493,        110.74257311,        110.74257311,        110.74257311,         16.39838821,         16.42056620,         16.58938914,          2.14845648,          2.14845648,          2.14845648,          2.64956419,          2.64988796,          2.65268889,          2.02886610,          2.02886610,          2.02886610,          0.30664258,          0.30707738,          0.31040855,        251.61468415,        251.61468415,        251.61468415,         37.25825717,         37.30864708,         37.69222434
